timestamp,dhan_order_id,symbol,side,qty,dhan_price,order_status,copied_account_id,tradejini_order_id,event_type
2026-08-13 09:34:19,32226081350503,NIFTY-Aug2026-24400-PE,SELL,130,133.0,TRADED,10be2d096436108f75115e3eb9436816,26081300009886,COPIED_TRADE
2026-08-13 09:34:19,34226081314403,BANKNIFTY-Aug2026-57800-PE,SELL,60,543.1,TRADED,10be2d096436108f75115e3eb9436816,26081300009888,COPIED_TRADE
2026-08-13 09:26:30,22226081336003,NIFTY-Aug2026-24400-PE,BUY,130,125.4,TRADED,10be2d096436108f75115e3eb9436816,26081300009889,COPIED_TRADE
2026-08-13 09:25:05,22226081334203,BANKNIFTY-Aug2026-57800-PE,BUY,60,539.4,TRADED,10be2d096436108f75115e3eb9436816,26081300009890,COPIED_TRADE
2026-08-14 09:29:25,34226081414703,BANKNIFTY-Aug2026-57700-PE,SELL,60,482.8,TRADED,10be2d096436108f75115e3eb9436816,26081400004245,COPIED_TRADE
2026-08-14 09:29:25,34226081414903,NIFTY-Aug2026-24400-PE,SELL,130,121.6,TRADED,10be2d096436108f75115e3eb9436816,26081400004246,COPIED_TRADE
2026-08-14 09:25:09,23226081413403,NIFTY-Aug2026-24400-PE,BUY,130,116.2,TRADED,10be2d096436108f75115e3eb9436816,26081400004247,COPIED_TRADE
2026-08-14 09:25:07,34226081414203,BANKNIFTY-Aug2026-57700-PE,BUY,60,497.4,TRADED,10be2d096436108f75115e3eb9436816,26081400004248,COPIED_TRADE
2026-08-17 09:29:02,34226081716203,NIFTY-Aug2026-24300-PE,BUY,130,58.75,TRADED,2de4a1ee25303e45204c83d3704beeb9,26081700003089,COPIED_TRADE
N/A,34226081716203,NIFTY-Aug2026-24300-PE,BUY,0,0.0,BLOCKED/INFO,28fc9cea50ad73e71533ee015132ee4a,Subscription expired for ayesshasarang@gmail.com. Blocked ENTRY trade.,SYSTEM_INFO
2026-08-17 09:29:02,34226081716203,NIFTY-Aug2026-24300-PE,BUY,130,58.75,TRADED,10be2d096436108f75115e3eb9436816,26081700003090,COPIED_TRADE
2026-08-17 10:11:49,222260817111703,NIFTY-Aug2026-24300-PE,SELL,130,62.25,PENDING,2de4a1ee25303e45204c83d3704beeb9,26081700006516,COPIED_TRADE
N/A,222260817111703,NIFTY-Aug2026-24300-PE,SELL,0,0.0,BLOCKED/INFO,28fc9cea50ad73e71533ee015132ee4a,Subscription expired for ayesshasarang@gmail.com. Blocked ENTRY trade.,SYSTEM_INFO
2026-08-17 10:11:49,222260817111703,NIFTY-Aug2026-24300-PE,SELL,130,62.25,PENDING,10be2d096436108f75115e3eb9436816,26081700006517,COPIED_TRADE
2026-08-17 10:14:59,34226081719403,NIFTY-Aug2026-24400-PE,BUY,130,127.9,TRADED,2de4a1ee25303e45204c83d3704beeb9,26081700006734,COPIED_TRADE
N/A,34226081719403,NIFTY-Aug2026-24400-PE,BUY,0,0.0,BLOCKED/INFO,28fc9cea50ad73e71533ee015132ee4a,Subscription expired for ayesshasarang@gmail.com. Blocked ENTRY trade.,SYSTEM_INFO
2026-08-17 10:14:59,34226081719403,NIFTY-Aug2026-24400-PE,BUY,130,127.9,TRADED,10be2d096436108f75115e3eb9436816,26081700006735,COPIED_TRADE
2026-08-17 10:18:50,222260817125103,NIFTY-Aug2026-24400-PE,SELL,130,141.6,TRADED,2de4a1ee25303e45204c83d3704beeb9,26081700007113,COPIED_TRADE
N/A,222260817125103,NIFTY-Aug2026-24400-PE,SELL,0,0.0,BLOCKED/INFO,28fc9cea50ad73e71533ee015132ee4a,Subscription expired for ayesshasarang@gmail.com. Blocked ENTRY trade.,SYSTEM_INFO
2026-08-17 10:18:50,222260817125103,NIFTY-Aug2026-24400-PE,SELL,130,141.6,TRADED,10be2d096436108f75115e3eb9436816,26081700007114,COPIED_TRADE
